Date,Open,High,Low,Close,Volume,OpenInt
1962-08-27,0.5634,0.5716,0.5555,0.5555,1502420,0
1962-08-28,0.5634,0.5634,0.5634,0.5634,1955533,0
1962-08-29,0.5634,0.5634,0.5555,0.5634,1240089,0
1962-08-30,0.5634,0.5716,0.5634,0.5634,1478569,0
1962-08-31,0.5634,0.5716,0.5634,0.5716,977764,0
1962-09-04,0.5716,0.5716,0.5555,0.5555,1252016,0
1962-09-05,0.5555,0.5555,0.5393,0.5476,2027074,0
1962-09-06,0.5476,0.5555,0.5393,0.5476,2229783,0
1962-09-07,0.5476,0.5555,0.5476,0.5555,2039000,0
1962-09-10,0.5555,0.5634,0.5476,0.5634,1204322,0
1962-09-11,0.5634,0.5634,0.5555,0.5555,1585893,0
1962-09-12,0.5555,0.5634,0.5555,0.5634,727362,0
1962-09-13,0.5634,0.5716,0.5555,0.5555,2086691,0
1962-09-14,0.5555,0.5634,0.5555,0.5634,941992,0
1962-09-17,0.5634,0.5716,0.5634,0.5634,977764,0
1962-09-18,0.5634,0.5716,0.5634,0.5634,1776671,0
1962-09-19,0.5634,0.5634,0.5555,0.5634,1633584,0
1962-09-20,0.5634,0.5634,0.5555,0.5555,1442802,0
1962-09-21,0.5555,0.5555,0.5476,0.5476,2170161,0
1962-09-24,0.5476,0.5476,0.5313,0.5393,2480187,0
1962-09-25,0.5393,0.5393,0.5233,0.5393,2134390,0
1962-09-26,0.5393,0.5393,0.5233,0.5313,1967454,0
1962-09-27,0.5313,0.5313,0.5154,0.5154,1848214,0
1962-09-28,0.5154,0.5313,0.5154,0.5313,2086691,0
1962-10-01,0.5313,0.5313,0.5233,0.5313,1418951,0
1962-10-02,0.5313,0.5393,0.5313,0.5393,1037385,0
1962-10-03,0.5393,0.5476,0.5393,0.5393,1311636,0
1962-10-04,0.5393,0.5476,0.5313,0.5476,1967454,0
1962-10-05,0.5555,0.5634,0.5555,0.5555,1514346,0
1962-10-08,0.5634,0.5634,0.5634,0.5634,1538193,0
1962-10-09,0.5634,0.5634,0.5555,0.5634,1430876,0
1962-10-10,0.5634,0.5634,0.5555,0.5555,1263940,0
1962-10-11,0.5555,0.5555,0.5476,0.5476,1609738,0
1962-10-12,0.5476,0.5476,0.5476,0.5476,798906,0
1962-10-15,0.5476,0.5634,0.5476,0.5634,1347409,0
1962-10-16,0.5634,0.5634,0.5634,0.5634,1514346,0
1962-10-17,0.5555,0.5555,0.5555,0.5555,1836293,0
1962-10-18,0.5555,0.5555,0.5555,0.5555,1490499,0
1962-10-19,0.5555,0.5555,0.5393,0.5476,3302941,0
1962-10-22,0.5476,0.5476,0.5393,0.5393,2766362,0
1962-10-23,0.5393,0.5476,0.5313,0.5313,2778285,0
1962-10-24,0.5313,0.5634,0.5313,0.5555,3124079,0
1962-10-25,0.5555,0.5555,0.5393,0.5476,2492110,0
1962-10-26,0.5476,0.5555,0.5476,0.5555,1573964,0
1962-10-29,0.5555,0.5716,0.5555,0.5555,2134390,0
1962-10-30,0.5555,0.5716,0.5555,0.5716,2301325,0
1962-10-31,0.5716,0.5716,0.5634,0.5634,1883986,0
1962-11-01,0.5634,0.5716,0.5555,0.5716,2074770,0
1962-11-02,0.5716,0.5798,0.5634,0.5798,3386407,0
1962-11-05,0.5798,0.5798,0.5798,0.5798,2933295,0
1962-11-07,0.5798,0.5878,0.5716,0.5798,3076382,0
1962-11-08,0.5798,0.5878,0.5798,0.5798,2253633,0
1962-11-12,0.5957,0.5957,0.5957,0.5957,2659046,0
1962-11-13,0.5957,0.6037,0.5957,0.5957,1895910,0
1962-11-14,0.5957,0.6037,0.5957,0.6037,3302941,0
1962-11-15,0.6037,0.6037,0.5957,0.6037,2241705,0
1962-11-16,0.6037,0.6037,0.5957,0.6037,2515956,0
1962-11-19,0.6037,0.6037,0.5957,0.6037,1705127,0
1962-11-20,0.6037,0.6037,0.6037,0.6037,1824370,0
1962-11-21,0.6037,0.6122,0.6037,0.6122,977764,0
1962-11-23,0.6122,0.6277,0.6122,0.6277,3863364,0
1962-11-26,0.6277,0.6277,0.6122,0.6201,2623274,0
1962-11-27,0.6201,0.6201,0.6122,0.6201,1430876,0
1962-11-28,0.6201,0.6277,0.6201,0.6201,2313250,0
1962-11-29,0.6201,0.6201,0.6201,0.6201,1728976,0
1962-11-30,0.6201,0.6277,0.6201,0.6201,1228169,0
1962-12-03,0.6201,0.6201,0.6201,0.6201,1693206,0
1962-12-04,0.6201,0.6277,0.6201,0.6277,1907836,0
1962-12-05,0.6277,0.6362,0.6277,0.6362,3004841,0
1962-12-06,0.6362,0.6362,0.6277,0.6277,2563655,0
1962-12-07,0.6277,0.6362,0.6277,0.6362,2229783,0
1962-12-10,0.6362,0.6362,0.6277,0.6277,2039000,0
1962-12-11,0.6277,0.6362,0.6201,0.6277,2742513,0
1962-12-12,0.6277,0.6442,0.6277,0.6442,2611348,0
1962-12-13,0.6442,0.6442,0.6362,0.6362,1466649,0
1962-12-14,0.6362,0.6442,0.6362,0.6442,1049308,0
1962-12-17,0.6442,0.6442,0.6362,0.6442,679667,0
1962-12-18,0.6362,0.6362,0.6201,0.6277,1395103,0
1962-12-19,0.6277,0.6362,0.6201,0.6362,2706741,0
1962-12-20,0.6362,0.6362,0.6277,0.6362,1776671,0
1962-12-21,0.6362,0.6362,0.6277,0.6362,894299,0
1962-12-24,0.6362,0.6362,0.6277,0.6362,1085082,0
1962-12-26,0.6362,0.6362,0.6362,0.6362,1263940,0
1962-12-27,0.6362,0.6442,0.6362,0.6442,1395103,0
1962-12-28,0.6442,0.6442,0.6362,0.6442,1311636,0
1962-12-31,0.6442,0.6442,0.6362,0.6362,989687,0
1963-01-02,0.6362,0.6442,0.6277,0.6362,1454724,0
1963-01-03,0.6362,0.6442,0.6362,0.6442,3589114,0
1963-01-04,0.6442,0.6442,0.6442,0.6442,2802131,0
1963-01-07,0.6442,0.6442,0.6362,0.6362,2873676,0
1963-01-08,0.6362,0.652,0.6362,0.652,4006448,0
1963-01-09,0.652,0.652,0.6442,0.652,3088307,0
1963-01-10,0.652,0.6602,0.652,0.6602,3946833,0
1963-01-11,0.6602,0.6602,0.652,0.6602,1562041,0
1963-01-14,0.6602,0.6602,0.652,0.652,1776671,0
1963-01-15,0.652,0.652,0.652,0.652,2003227,0
1963-01-16,0.652,0.652,0.652,0.652,2384794,0
1963-01-17,0.652,0.652,0.6442,0.652,1311636,0
1963-01-18,0.652,0.6602,0.652,0.652,834677,0
1963-01-21,0.652,0.6602,0.652,0.652,1728976,0
1963-01-22,0.652,0.652,0.652,0.652,810829,0
1963-01-23,0.652,0.6602,0.652,0.6602,2468261,0
1963-01-24,0.6602,0.6602,0.652,0.6602,1252016,0
1963-01-25,0.6602,0.6602,0.652,0.6602,1502420,0
1963-01-28,0.6602,0.6602,0.652,0.6602,1979380,0
1963-01-29,0.6602,0.6602,0.6602,0.6602,882371,0
1963-01-30,0.6602,0.6602,0.6442,0.6442,1490499,0
1963-01-31,0.6442,0.652,0.6442,0.652,1299713,0
1963-02-01,0.652,0.652,0.6442,0.652,953919,0
1963-02-04,0.652,0.652,0.6442,0.6442,1800521,0
1963-02-05,0.6442,0.652,0.6442,0.652,1728976,0
1963-02-06,0.652,0.652,0.652,0.652,1442802,0
1963-02-07,0.652,0.652,0.652,0.652,1275864,0
1963-02-08,0.652,0.652,0.652,0.652,1502420,0
1963-02-11,0.652,0.652,0.652,0.652,1645509,0
1963-02-12,0.652,0.652,0.6442,0.652,1347409,0
1963-02-13,0.652,0.6602,0.652,0.6602,2313250,0
1963-02-14,0.6602,0.6602,0.652,0.652,1108929,0
1963-02-15,0.652,0.6602,0.652,0.6602,1216242,0
1963-02-18,0.6602,0.6602,0.652,0.652,1597811,0
1963-02-19,0.652,0.652,0.6442,0.6442,1132778,0
1963-02-20,0.6362,0.6362,0.6201,0.6277,2074770,0
1963-02-21,0.6277,0.6442,0.6201,0.6362,1824370,0
1963-02-25,0.6362,0.6362,0.6277,0.6277,1645509,0
1963-02-26,0.6277,0.6277,0.6201,0.6201,1466649,0
1963-02-27,0.6201,0.6277,0.6201,0.6201,786983,0
1963-02-28,0.6201,0.6201,0.6037,0.6037,2289403,0
1963-03-01,0.6037,0.6122,0.6037,0.6122,1585893,0
1963-03-04,0.6122,0.6201,0.6037,0.6122,1323560,0
1963-03-05,0.6122,0.6122,0.6037,0.6037,1311636,0
1963-03-06,0.6037,0.6122,0.5957,0.6122,1335482,0
1963-03-07,0.6122,0.6201,0.6122,0.6201,1824370,0
1963-03-08,0.6201,0.6201,0.6201,0.6201,1347409,0
1963-03-11,0.6201,0.6277,0.6122,0.6277,1335482,0
1963-03-12,0.6201,0.6201,0.6201,0.6201,1526268,0
1963-03-13,0.6201,0.6277,0.6201,0.6201,1216242,0
1963-03-14,0.6201,0.6201,0.6122,0.6122,1299713,0
1963-03-15,0.6122,0.6201,0.6122,0.6122,1204322,0
1963-03-18,0.6122,0.6122,0.6037,0.6037,977764,0
1963-03-19,0.6037,0.6037,0.6037,0.6037,989687,0
1963-03-20,0.6037,0.6122,0.6037,0.6122,1347409,0
1963-03-21,0.6122,0.6122,0.6122,0.6122,1669356,0
1963-03-22,0.6122,0.6122,0.6037,0.6122,1156624,0
1963-03-25,0.6122,0.6122,0.6122,0.6122,1693206,0
1963-03-26,0.6122,0.6201,0.6122,0.6122,1585893,0
1963-03-27,0.6122,0.6201,0.6122,0.6122,1728976,0
1963-03-28,0.6201,0.6201,0.6201,0.6201,1764749,0
1963-03-29,0.6201,0.6277,0.6201,0.6201,1550115,0
1963-04-01,0.6201,0.6201,0.6201,0.6201,1359331,0
1963-04-02,0.6201,0.6201,0.6122,0.6122,2337096,0
1963-04-03,0.6122,0.6201,0.6037,0.6201,1740902,0
1963-04-04,0.6201,0.6277,0.6201,0.6201,1907836,0
1963-04-05,0.6201,0.6442,0.6201,0.6362,3326785,0
1963-04-08,0.6362,0.6442,0.6362,0.6362,1776671,0
1963-04-09,0.6362,0.6442,0.6362,0.6362,1788595,0
1963-04-10,0.6362,0.6362,0.6277,0.6362,1490499,0
1963-04-11,0.6362,0.6362,0.6277,0.6362,2062844,0
1963-04-15,0.6362,0.6442,0.6362,0.6442,2372867,0
1963-04-16,0.6442,0.652,0.6362,0.6442,1728976,0
1963-04-17,0.6442,0.652,0.6442,0.652,2885601,0
1963-04-18,0.652,0.652,0.6442,0.6442,1407027,0
1963-04-19,0.6442,0.652,0.6442,0.6442,953919,0
1963-04-22,0.6442,0.652,0.6442,0.6442,1705127,0
1963-04-23,0.652,0.6683,0.652,0.6683,7154381,0
1963-04-24,0.6683,0.6683,0.6602,0.6683,3648735,0
1963-04-25,0.6683,0.6683,0.6602,0.6602,1788595,0
1963-04-26,0.6602,0.6602,0.6602,0.6602,1860141,0
1963-04-29,0.6602,0.6602,0.652,0.6602,1466649,0
1963-04-30,0.6602,0.6602,0.652,0.652,1609738,0
1963-05-01,0.6602,0.6683,0.6602,0.6683,5008067,0
1963-05-02,0.6683,0.6762,0.6683,0.6762,3016764,0
1963-05-03,0.6762,0.6762,0.6683,0.6683,2098620,0
1963-05-06,0.6683,0.6762,0.6683,0.6762,2182087,0
1963-05-07,0.6762,0.6762,0.6683,0.6683,2194010,0
1963-05-08,0.6762,0.6843,0.6762,0.6843,3350634,0
1963-05-09,0.6843,0.6843,0.6843,0.6843,2241705,0
1963-05-10,0.6843,0.6843,0.6762,0.6843,1943605,0
1963-05-13,0.6843,0.6843,0.6762,0.6762,1812443,0
1963-05-14,0.6762,0.6843,0.6762,0.6762,2003227,0
1963-05-15,0.6762,0.6843,0.6762,0.6843,2027074,0
1963-05-16,0.6843,0.6843,0.6762,0.6762,1717049,0
1963-05-17,0.6762,0.6843,0.6762,0.6843,1097003,0
1963-05-20,0.6843,0.6843,0.6762,0.6762,1347409,0
1963-05-21,0.6762,0.6843,0.6762,0.6843,1144699,0
1963-05-22,0.6843,0.6843,0.6762,0.6762,1156624,0
1963-05-23,0.6762,0.6843,0.6762,0.6843,1669356,0
1963-05-24,0.6843,0.6924,0.6843,0.6924,2706741,0
1963-05-27,0.6924,0.6924,0.6843,0.6924,1705127,0
1963-05-28,0.6924,0.6924,0.6843,0.6924,1359331,0
1963-05-29,0.6924,0.6924,0.6843,0.6924,1621660,0
1963-05-31,0.6924,0.7005,0.6924,0.7005,2349022,0
1963-06-03,0.7005,0.7005,0.6924,0.6924,1168547,0
1963-06-04,0.6924,0.7005,0.6924,0.6924,1287786,0
1963-06-05,0.6924,0.6924,0.6762,0.6843,1931684,0
1963-06-06,0.6843,0.6843,0.6762,0.6843,1061233,0
1963-06-07,0.6843,0.6924,0.6843,0.6843,1275864,0
1963-06-10,0.6843,0.6843,0.6762,0.6843,1466649,0
1963-06-11,0.6843,0.6843,0.6762,0.6762,1156624,0
1963-06-12,0.6762,0.6843,0.6762,0.6843,1657434,0
1963-06-13,0.6843,0.6843,0.6762,0.6762,1108929,0
1963-06-14,0.6762,0.6762,0.6762,0.6762,882371,0
1963-06-17,0.6762,0.6762,0.6602,0.6602,1669356,0
1963-06-18,0.6602,0.6683,0.6602,0.6683,1621660,0
1963-06-19,0.6683,0.6762,0.6683,0.6683,1490499,0
1963-06-20,0.6683,0.6762,0.6683,0.6762,2098620,0
1963-06-21,0.6762,0.6762,0.6683,0.6762,1228169,0
1963-06-24,0.6762,0.6762,0.6762,0.6762,965841,0
1963-06-25,0.6762,0.6843,0.6762,0.6762,1097003,0
1963-06-26,0.6762,0.6762,0.6602,0.6602,1395103,0
1963-06-27,0.6602,0.6683,0.6442,0.652,2146313,0
1963-06-28,0.652,0.6602,0.652,0.6602,1526268,0
1963-07-01,0.6602,0.6602,0.652,0.652,1097003,0
1963-07-02,0.652,0.6683,0.652,0.6602,1323560,0
1963-07-03,0.6683,0.6762,0.6683,0.6683,1418951,0
1963-07-05,0.6683,0.6762,0.6683,0.6683,834677,0
1963-07-08,0.6683,0.6683,0.6683,0.6683,846601,0
1963-07-09,0.6683,0.6762,0.6683,0.6683,1395103,0
1963-07-10,0.6683,0.6762,0.6683,0.6683,1466649,0
1963-07-11,0.6683,0.6683,0.6602,0.6683,1132778,0
1963-07-12,0.6683,0.6683,0.6602,0.6602,1204322,0
1963-07-15,0.6602,0.6602,0.652,0.652,763135,0
1963-07-16,0.652,0.6602,0.652,0.6602,1669356,0
1963-07-17,0.6602,0.6683,0.6602,0.6602,1562041,0
1963-07-18,0.6602,0.6683,0.6602,0.6602,786983,0
1963-07-19,0.6602,0.6602,0.652,0.652,1049308,0
1963-07-22,0.652,0.652,0.6442,0.6442,1120852,0
1963-07-23,0.6442,0.652,0.6362,0.6362,2039000,0
1963-07-24,0.6362,0.6442,0.6362,0.6442,1967454,0
1963-07-25,0.6442,0.652,0.6362,0.6362,1514346,0
1963-07-26,0.6362,0.6442,0.6362,0.6442,1418951,0
1963-07-29,0.6442,0.6442,0.6362,0.6362,1025461,0
1963-07-30,0.6442,0.652,0.6442,0.652,1323560,0
1963-07-31,0.652,0.652,0.6442,0.652,1705127,0
1963-08-01,0.652,0.652,0.652,0.652,906223,0
1963-08-02,0.652,0.6602,0.652,0.652,798906,0
1963-08-05,0.652,0.6602,0.652,0.6602,930071,0
1963-08-06,0.6602,0.6683,0.6602,0.6683,1311636,0
1963-08-07,0.6683,0.6683,0.6602,0.6602,1192395,0
1963-08-08,0.6602,0.6683,0.6602,0.6602,1097003,0
1963-08-09,0.6602,0.6683,0.652,0.6683,1502420,0
1963-08-12,0.6683,0.6683,0.6683,0.6683,1192395,0
1963-08-13,0.6683,0.6762,0.6683,0.6762,1752823,0
1963-08-14,0.6762,0.6843,0.6762,0.6843,1669356,0
1963-08-15,0.6843,0.6843,0.6762,0.6843,2098620,0
1963-08-16,0.6843,0.6843,0.6762,0.6843,1120852,0
1963-08-19,0.6843,0.6843,0.6762,0.6762,1156624,0
1963-08-20,0.6762,0.6762,0.6762,0.6762,1216242,0
1963-08-21,0.6762,0.6762,0.6762,0.6762,1073158,0
1963-08-22,0.6762,0.6762,0.6762,0.6762,822754,0
1963-08-23,0.6762,0.6762,0.6762,0.6762,918142,0
1963-08-26,0.6762,0.6762,0.6683,0.6762,906223,0
1963-08-27,0.6762,0.6762,0.6683,0.6683,1013536,0
1963-08-28,0.6683,0.6762,0.6683,0.6762,1085082,0
1963-08-29,0.6762,0.6762,0.6762,0.6762,1085082,0
1963-08-30,0.6762,0.6762,0.6762,0.6762,882371,0
1963-09-03,0.6762,0.6843,0.6762,0.6843,1800521,0
1963-09-04,0.6843,0.6843,0.6762,0.6762,1764749,0
1963-09-05,0.6762,0.6843,0.6683,0.6843,1371253,0
1963-09-06,0.6843,0.6843,0.6762,0.6762,2682892,0
1963-09-09,0.6762,0.6843,0.6762,0.6762,2146313,0
1963-09-10,0.6762,0.6843,0.6683,0.6762,1538193,0
1963-09-11,0.6762,0.6843,0.6762,0.6843,2337096,0
1963-09-12,0.6843,0.6924,0.6762,0.6924,3183700,0
