Date,Open,High,Low,Close,Volume,OpenInt
2005-04-28,22.748,22.748,21.914,22.242,3170050,0
2005-04-29,22.311,22.582,22.129,22.582,3812727,0
2005-05-02,22.629,22.71,22.386,22.511,2327004,0
2005-05-03,22.519,23.026,22.432,22.827,2566291,0
2005-05-04,22.827,23.344,22.748,23.256,2629639,0
2005-05-05,23.306,23.425,23.177,23.185,3163122,0
2005-05-06,23.319,23.384,23.089,23.146,1962910,0
2005-05-09,23.098,23.193,23.003,23.193,1478793,0
2005-05-10,23.035,23.139,22.964,23.035,1837473,0
2005-05-11,23.043,23.185,22.932,23.168,1799062,0
2005-05-12,23.226,23.306,22.9,22.985,2381414,0
2005-05-13,23.107,23.107,22.748,22.955,2111898,0
2005-05-16,22.955,23.075,22.884,23.051,1456877,0
2005-05-17,22.948,22.971,22.733,22.925,2480024,0
2005-05-18,22.932,23.434,22.925,23.376,1590627,0
2005-05-19,23.376,23.456,23.202,23.306,1117345,0
2005-05-20,23.384,23.416,23.234,23.336,1236865,0
2005-05-23,23.344,23.425,23.218,23.359,1542142,0
2005-05-24,23.368,23.368,23.193,23.241,1332075,0
2005-05-25,23.146,23.241,22.917,23.115,2086205,0
2005-05-26,23.226,23.512,23.177,23.407,1670981,0
2005-05-27,23.306,23.486,23.234,23.479,1899814,0
2005-05-31,23.479,23.503,23.153,23.376,3395232,0
2005-06-01,23.256,23.543,23.115,23.471,2517804,0
2005-06-02,23.486,23.503,23.344,23.448,1989860,0
2005-06-03,23.479,23.582,23.384,23.535,1194671,0
2005-06-06,23.543,23.567,23.336,23.434,1194295,0
2005-06-07,23.434,23.464,23.122,23.13,2162146,0
2005-06-08,23.177,23.273,23.026,23.107,2775355,0
2005-06-09,23.139,23.226,22.955,23.098,2107112,0
2005-06-10,23.107,23.168,22.892,23.003,1378923,0
2005-06-13,22.932,23.226,22.9,23.122,1125656,0
2005-06-14,23.146,23.384,22.985,23.289,1291269,0
2005-06-15,23.313,23.327,23.026,23.107,1207143,0
2005-06-16,23.067,23.177,22.955,23.13,1179685,0
2005-06-17,23.351,23.351,23.067,23.107,2639335,0
2005-06-20,23.026,23.051,22.804,22.908,1800697,0
2005-06-21,22.908,22.948,22.669,22.702,1423757,0
2005-06-22,22.985,23.026,22.552,22.599,1429676,0
2005-06-23,22.652,22.669,22.343,22.424,2254337,0
2005-06-24,22.44,22.494,22.16,22.169,2695884,0
2005-06-27,22.242,22.543,22.129,22.447,2278514,0
2005-06-28,22.486,22.827,22.432,22.82,1980794,0
2005-06-29,22.845,22.845,22.47,22.543,1701836,0
2005-06-30,22.622,22.748,22.424,22.461,1796542,0
2005-07-01,22.543,22.884,22.478,22.552,1337992,0
2005-07-05,22.486,22.748,22.424,22.59,2258997,0
2005-07-06,22.59,22.614,22.361,22.395,2169954,0
2005-07-07,22.114,22.294,21.953,22.234,2299675,0
2005-07-08,22.302,22.395,22.209,22.274,2509491,0
2005-07-11,22.274,22.343,22.122,22.176,2522086,0
2005-07-12,22.192,22.226,22.098,22.184,2187590,0
2005-07-13,22.192,22.258,22.114,22.129,2360505,0
2005-07-14,22.153,22.192,21.978,22.011,5058780,0
2005-07-15,22.034,22.114,21.953,22.034,3803657,0
2005-07-18,22.098,22.274,22.011,22.153,3361352,0
2005-07-19,22.948,23.185,22.287,22.9,6181919,0
2005-07-20,22.859,22.948,22.652,22.866,2337080,0
2005-07-21,22.875,22.994,22.782,22.852,2804193,0
2005-07-22,22.875,23.264,22.845,23.264,2340102,0
2005-07-25,23.264,23.306,23.003,23.059,2500675,0
2005-07-26,22.994,23.067,22.845,22.948,2519694,0
2005-07-27,23.384,23.59,23.273,23.407,2624477,0
2005-07-28,22.908,22.925,21.676,21.811,9889611,0
2005-07-29,22.395,22.453,22.16,22.287,6348038,0
2005-08-01,22.287,22.447,22.274,22.334,3325587,0
2005-08-02,22.543,22.702,22.361,22.395,5348192,0
2005-08-03,22.352,22.377,22.129,22.146,8009694,0
2005-08-04,22.09,22.146,21.996,22.034,2913383,0
2005-08-05,21.953,22.034,21.884,21.899,2050189,0
2005-08-08,22.034,22.106,21.811,21.875,2636565,0
2005-08-09,21.914,22.153,21.853,21.996,3012753,0
2005-08-10,22.153,22.192,21.685,21.748,2825604,0
2005-08-11,21.558,21.756,21.414,21.685,4815840,0
2005-08-12,21.637,21.676,21.375,21.565,4294700,0
2005-08-15,21.637,21.978,21.565,21.914,3628474,0
2005-08-16,21.953,21.962,21.694,21.793,3597116,0
2005-08-17,21.836,21.914,21.731,21.82,2102074,0
2005-08-18,21.875,21.987,21.74,21.836,3629355,0
2005-08-19,21.914,22.011,21.875,21.97,3747112,0
2005-08-22,22.074,22.184,21.811,22.042,2651550,0
2005-08-23,21.914,21.996,21.731,21.756,3662475,0
2005-08-24,21.756,21.764,21.558,21.694,3065393,0
2005-08-25,21.884,21.884,21.719,21.836,2812000,0
2005-08-26,21.793,21.907,21.637,21.764,1948556,0
2005-08-29,21.719,21.892,21.644,21.748,2602437,0
2005-08-30,21.583,21.612,21.279,21.47,3453291,0
2005-08-31,21.479,21.82,21.319,21.779,3025723,0
2005-09-01,21.787,22.098,21.668,22.059,3036429,0
2005-09-02,22.209,22.343,21.945,21.987,1975379,0
2005-09-06,22.2,22.494,22.2,22.294,2044643,0
2005-09-07,22.453,22.494,22.265,22.478,3336163,0
2005-09-08,22.511,22.636,22.478,22.552,4225053,0
2005-09-09,22.644,22.687,22.478,22.599,2536444,0
2005-09-12,22.702,22.702,22.511,22.567,2179526,0
2005-09-13,22.582,22.765,22.368,22.526,2496518,0
2005-09-14,22.59,22.629,22.25,22.361,2506846,0
2005-09-15,22.453,22.461,22.153,22.407,1859387,0
2005-09-16,22.447,22.47,22.234,22.395,2470702,0
2005-09-19,22.377,22.377,21.793,21.892,2204843,0
2005-09-20,21.875,22.019,21.565,21.719,3153554,0
2005-09-21,21.711,21.748,21.479,21.599,3000914,0
2005-09-22,21.605,22.407,21.534,22.311,3650891,0
2005-09-23,22.352,22.415,22.129,22.287,2363656,0
2005-09-26,22.432,22.629,22.287,22.334,1972984,0
2005-09-27,22.377,22.534,22.274,22.44,1605238,0
2005-09-28,22.567,22.59,22.326,22.453,2558359,0
2005-09-29,22.361,22.607,22.311,22.552,2211640,0
2005-09-30,22.552,22.765,22.511,22.718,1985578,0
2005-10-03,22.827,23.01,22.74,22.859,3772550,0
2005-10-04,22.859,23.146,22.629,22.725,4027201,0
2005-10-05,22.629,22.797,22.368,22.386,2588583,0
2005-10-06,22.302,22.534,22.2,22.287,2673971,0
2005-10-07,22.258,22.311,22.003,22.098,1982054,0
2005-10-10,21.987,22.034,21.811,21.811,1588869,0
2005-10-11,21.772,21.884,21.605,21.644,2720190,0
2005-10-12,21.748,21.845,21.438,21.637,1960642,0
2005-10-13,21.583,21.756,21.399,21.644,2921062,0
2005-10-14,21.637,21.756,21.541,21.685,2139981,0
2005-10-17,21.583,21.836,21.583,21.731,1730297,0
2005-10-18,21.748,21.764,21.644,21.676,1614430,0
2005-10-19,21.558,21.731,21.408,21.719,2217310,0
2005-10-20,21.756,21.836,21.438,21.51,1651207,0
2005-10-21,21.612,21.828,21.565,21.793,2274613,0
2005-10-24,21.875,22.25,21.845,22.242,2027517,0
2005-10-25,22.146,22.302,22.003,22.027,2927362,0
2005-10-26,21.599,22.234,21.438,21.875,4525048,0
2005-10-27,21.914,23.098,21.914,22.614,5564935,0
2005-10-28,23.067,23.796,22.629,23.789,6058372,0
2005-10-31,23.821,23.821,23.344,23.434,5396808,0
2005-11-01,23.512,23.622,23.026,23.273,6877739,0
2005-11-02,23.185,23.939,23.146,23.862,3445986,0
2005-11-03,23.862,24.009,23.495,23.582,2574353,0
2005-11-04,23.622,24.009,23.607,23.702,1907999,0
2005-11-07,23.694,23.915,23.646,23.878,1551966,0
2005-11-08,23.702,23.923,23.702,23.847,2666038,0
2005-11-09,23.741,24.009,23.741,23.939,2051194,0
2005-11-10,23.948,24.091,23.862,24.017,1707501,0
2005-11-11,24.017,24.212,23.981,24.185,1028558,0
2005-11-14,24.123,24.41,24.059,24.304,1690625,0
2005-11-15,24.243,24.417,24.243,24.29,1546174,0
2005-11-16,24.274,24.377,24.153,24.22,2247158,0
2005-11-17,24.336,24.41,24.176,24.352,2241740,0
2005-11-18,24.511,24.511,24.13,24.256,3211358,0
2005-11-21,24.176,24.448,24.169,24.417,1593777,0
2005-11-22,24.297,24.377,24.108,24.22,3496615,0
2005-11-23,24.248,24.312,24.1,24.138,2284814,0
2005-11-25,24.059,24.22,24.017,24.138,671139,0
2005-11-28,24.256,24.297,23.981,23.981,3117659,0
2005-11-29,24.059,24.083,23.957,23.965,1681182,0
2005-11-30,23.965,24.035,23.749,23.749,1919208,0
2005-12-01,23.948,24.22,23.821,24.13,3106328,0
2005-12-02,24.017,24.256,23.989,24.185,1649947,0
2005-12-05,24.004,24.004,23.654,23.78,1893393,0
2005-12-06,23.965,24.203,23.758,24.091,1808253,0
2005-12-07,24.1,24.153,23.878,23.915,1519852,0
2005-12-08,23.973,24.017,23.559,23.67,1566322,0
2005-12-09,23.758,23.907,23.616,23.803,1892258,0
2005-12-12,23.812,23.923,23.574,23.734,1805355,0
2005-12-13,23.694,24.004,23.67,23.812,2780641,0
2005-12-14,23.923,24.576,23.923,24.471,3026856,0
2005-12-15,24.456,24.528,24.281,24.439,2552689,0
2005-12-16,24.487,24.638,24.456,24.622,3397122,0
2005-12-19,24.551,24.583,24.417,24.432,2026256,0
2005-12-20,24.536,24.576,24.281,24.304,2290732,0
2005-12-21,24.456,24.456,24.274,24.274,1951828,0
2005-12-22,24.329,24.417,24.203,24.248,1626399,0
2005-12-23,24.265,24.439,24.169,24.384,861182,0
2005-12-27,24.456,24.614,24.176,24.228,1359402,0
2005-12-28,24.123,24.256,24.026,24.161,1584839,0
2005-12-29,24.026,24.235,24.009,24.153,1288120,0
2005-12-30,24.017,24.194,24.017,24.1,1462425,0
2006-01-03,24.091,24.417,23.885,24.352,2177261,0
2006-01-04,24.194,24.401,24.035,24.035,1914800,0
2006-01-05,24.042,24.29,23.997,24.13,3127859,0
2006-01-06,24.329,24.456,24.1,24.248,3966623,0
2006-01-09,24.297,25.011,24.243,24.646,3569161,0
2006-01-10,24.646,25.14,24.569,25.09,4073043,0
2006-01-11,25.132,25.306,24.678,24.782,3052292,0
2006-01-12,24.782,25.132,24.678,24.86,2384435,0
2006-01-13,24.97,25.203,24.959,25.14,2111016,0
2006-01-17,24.868,25.226,24.782,25.082,2670822,0
2006-01-18,25.082,25.409,25.028,25.323,2709610,0
2006-01-19,25.409,25.409,25.154,25.258,2400554,0
2006-01-20,25.267,25.275,24.631,24.831,3149019,0
2006-01-23,24.831,24.924,24.694,24.831,2359244,0
2006-01-24,24.837,25.267,24.806,25.132,2150686,0
2006-01-25,25.099,25.267,25.011,25.14,1809641,0
2006-01-26,25.336,25.409,25.209,25.217,2355593,0
2006-01-27,25.09,25.275,25.052,25.061,2165296,0
2006-01-30,24.893,25.099,24.703,25.052,2251691,0
2006-01-31,25.061,25.275,25.036,25.076,2207485,0
2006-02-01,25.061,25.179,24.893,25.147,2078146,0
2006-02-02,25.132,25.283,24.822,24.924,1904348,0
2006-02-03,24.916,25.217,24.916,25.132,1969207,0
2006-02-06,25.17,25.757,25.17,25.741,3447747,0
2006-02-07,25.749,25.964,25.71,25.808,3305940,0
2006-02-08,25.808,25.845,25.472,25.837,2723214,0
2006-02-09,25.837,26.045,25.837,25.94,2868547,0
2006-02-10,25.964,26.917,25.964,26.662,5523126,0
2006-02-13,26.584,26.591,26.066,26.234,3316771,0
2006-02-14,26.932,26.949,26.545,26.545,6685556,0
2006-02-15,26.506,26.662,26.282,26.633,5659140,0
2006-02-16,26.679,26.821,26.545,26.805,3790561,0
2006-02-17,26.797,26.886,26.648,26.88,3321053,0
2006-02-21,26.88,27.109,26.814,26.917,3660464,0
2006-02-22,26.997,27.162,26.957,27.101,2421333,0
2006-02-23,27.101,27.155,26.932,26.997,3741444,0
2006-02-24,27.037,27.069,26.766,26.901,2407860,0
2006-02-27,26.838,26.982,26.76,26.88,2548534,0
2006-02-28,26.76,26.846,26.402,26.41,2573472,0
2006-03-01,26.456,26.846,26.41,26.76,3526589,0
2006-03-02,26.584,26.687,26.37,26.67,2795628,0
2006-03-03,26.679,26.76,26.473,26.481,3160102,0
2006-03-06,26.584,26.67,26.362,26.497,2415795,0
2006-03-07,26.447,26.791,26.447,26.76,3897608,0
2006-03-08,26.774,27.037,26.67,26.957,4850095,0
2006-03-09,26.997,27.162,26.662,26.736,3018794,0
2006-03-10,26.728,27.077,26.719,26.894,3511224,0
2006-03-13,26.982,27.236,26.829,27.179,6288587,0
2006-03-14,27.195,27.378,27.131,27.337,2864011,0
2006-03-15,27.353,27.386,27.204,27.298,2468561,0
2006-03-16,27.315,27.577,27.298,27.465,2830893,0
2006-03-17,27.378,27.465,27.282,27.425,4713454,0
2006-03-20,27.457,27.465,27.171,27.243,3342713,0
2006-03-21,27.275,27.275,27.077,27.124,3673184,0
2006-03-22,27.093,27.236,27.052,27.213,3890433,0
2006-03-23,27.236,27.267,27.085,27.179,3403165,0
2006-03-24,27.179,27.282,26.303,27.236,3853658,0
2006-03-27,27.26,27.282,27.155,27.188,3635652,0
2006-03-28,27.252,27.315,26.932,27.195,3841185,0
2006-03-29,27.204,27.656,27.195,27.538,15544846,0
2006-03-30,27.623,27.751,27.425,27.712,4560310,0
2006-03-31,27.751,28.071,27.623,28.029,4401244,0
2006-04-03,28.029,28.418,28.029,28.252,4430340,0
2006-04-04,27.79,28.555,27.79,28.489,4222662,0
2006-04-05,28.529,28.585,28.337,28.585,4976920,0
2006-04-06,28.513,28.538,28.093,28.403,3648248,0
2006-04-07,28.768,28.768,27.854,28.172,2162022,0
2006-04-10,28.189,28.403,28.172,28.355,2543622,0
2006-04-11,28.44,28.673,28.362,28.602,3093858,0
2006-04-12,28.632,28.72,28.449,28.457,2921318,0
2006-04-13,28.457,28.735,28.457,28.68,2304711,0
2006-04-17,28.688,28.752,28.252,28.387,1365192,0
2006-04-18,28.38,28.822,28.371,28.705,2315918,0
2006-04-19,28.768,29.125,28.426,29.125,2803689,0
2006-04-20,29.263,29.546,29.005,29.195,2410126,0
2006-04-21,29.177,29.269,28.92,29.077,2042379,0
2006-04-24,28.982,29.021,28.783,28.99,1492899,0
2006-04-25,28.982,29.149,28.831,29.046,2869807,0
2006-04-26,29.11,29.744,28.887,29.632,4866090,0
2006-04-27,29.656,30.236,29.46,30.205,5153238,0
2006-04-28,30.019,30.062,29.419,29.744,3647867,0
2006-05-01,29.656,29.927,29.46,29.528,3822422,0
2006-05-02,29.728,29.885,29.602,29.885,3153425,0
2006-05-03,29.885,29.991,29.427,29.935,3208963,0
2006-05-04,29.894,30.132,29.84,30.019,1784327,0
2006-05-05,30.157,30.284,29.903,30.221,2528384,0
2006-05-08,30.212,30.436,30.111,30.236,2848525,0
2006-05-09,30.173,30.316,30.062,30.316,1682569,0
2006-05-10,30.332,30.445,29.952,30.094,1919588,0
2006-05-11,29.974,29.983,29.673,29.76,2030543,0
2006-05-12,29.618,29.833,29.34,29.38,3186424,0
2006-05-15,29.38,29.38,28.593,29.021,3704415,0
2006-05-16,29.014,29.254,28.929,29.177,3392712,0
2006-05-17,28.929,29.229,28.665,28.744,4585623,0
2006-05-18,28.124,29.283,28.124,28.831,2508485,0
2006-05-19,29.14,29.221,28.776,29.149,3665498,0
2006-05-22,29.149,29.246,28.656,28.998,3435912,0
2006-05-23,29.14,29.38,28.799,28.814,1932433,0
2006-05-24,28.831,28.912,28.101,28.29,3304806,0
2006-05-25,28.474,28.513,27.91,28.337,3598247,0
2006-05-26,28.546,28.878,28.337,28.744,2000946,0
2006-05-30,28.705,28.831,28.211,28.64,3326219,0
2006-05-31,28.688,29.237,28.656,29.077,3257581,0
2006-06-01,28.942,29.41,28.878,29.237,3171057,0
2006-06-02,29.419,29.618,29.095,29.38,2932903,0
2006-06-05,29.177,29.263,28.555,28.602,1815433,0
2006-06-06,28.705,29.177,28.665,29.11,3525582,0
2006-06-07,29.102,29.656,29.03,29.277,3687792,0
2006-06-08,29.102,29.221,28.078,28.965,4368123,0
2006-06-09,28.929,29.41,28.92,29.133,3158969,0
2006-06-12,29.133,29.14,28.371,28.426,2383299,0
2006-06-13,28.228,28.585,27.632,27.696,3601270,0
2006-06-14,27.751,27.831,27.204,27.418,3428229,0
2006-06-15,27.49,27.743,27.411,27.671,3557317,0
2006-06-16,27.592,27.885,27.512,27.727,4193948,0
2006-06-19,27.91,27.91,27.131,27.155,3140709,0
2006-06-20,27.06,27.632,26.846,27.433,3941436,0
2006-06-21,27.49,28.29,27.449,28.062,3762727,0
2006-06-22,28.053,28.062,27.608,27.815,1772737,0
2006-06-23,27.766,28.124,27.632,27.831,1719467,0
2006-06-26,27.807,28.204,27.799,28.101,2776108,0
2006-06-27,28.078,28.108,27.617,27.878,4276060,0
2006-06-28,28.078,28.189,27.815,27.996,1781429,0
2006-06-29,27.99,28.307,27.766,28.252,2933911,0
2006-06-30,28.252,28.546,28.155,28.489,3464879,0
2006-07-03,28.489,28.505,28.148,28.299,1323634,0
2006-07-05,27.632,28.26,27.577,27.663,4385631,0
2006-07-06,27.671,27.79,27.33,27.712,4530963,0
2006-07-07,27.79,27.87,27.457,27.496,2637070,0
2006-07-10,27.592,27.623,27.441,27.584,1714052,0
2006-07-11,27.608,27.824,27.496,27.743,5251218,0
2006-07-12,27.766,27.951,27.538,27.656,4056544,0
2006-07-13,27.678,27.678,27.085,27.093,3515630,0
2006-07-14,26.989,27.004,26.219,26.648,3685150,0
2006-07-17,26.607,27.147,26.568,27.043,2939577,0
2006-07-18,26.997,27.418,26.941,27.378,3705552,0
2006-07-19,27.474,27.719,27.37,27.449,2490600,0
2006-07-20,27.275,27.346,26.791,26.814,2495636,0
2006-07-21,26.76,26.821,26.418,26.616,3695978,0
2006-07-24,26.679,27.004,26.679,26.797,3032774,0
2006-07-25,26.821,27.79,26.814,27.704,4108561,0
2006-07-26,27.704,27.704,27.26,27.425,2939705,0
2006-07-27,27.037,27.617,27.037,27.243,3929974,0
2006-07-28,27.236,27.878,26.997,27.584,4771260,0
2006-07-31,27.632,27.671,27.213,27.298,2402571,0
2006-08-01,27.195,27.195,26.641,26.829,2905702,0
2006-08-02,26.973,27.743,26.932,27.632,3419539,0
2006-08-03,27.584,28.093,27.503,27.951,2709360,0
2006-08-04,28.219,28.332,27.751,27.934,2761374,0
2006-08-07,27.934,27.934,27.275,27.449,2307231,0
2006-08-08,27.649,28.071,27.649,27.663,2867287,0
2006-08-09,27.751,27.79,26.728,26.886,2932777,0
2006-08-10,26.797,27.425,26.753,27.298,2679387,0
2006-08-11,27.171,27.315,26.829,26.894,1749695,0
2006-08-14,26.26,27.307,26.194,27.077,2244010,0
2006-08-15,27.275,27.678,27.275,27.641,2848022,0
2006-08-16,27.712,27.79,27.553,27.774,2405715,0
2006-08-17,27.712,27.824,27.663,27.766,2527505,0
2006-08-18,27.774,27.79,27.109,27.282,2235193,0
2006-08-21,27.298,27.307,26.924,27.085,2003839,0
2006-08-22,27.02,27.227,26.679,27.101,2360377,0
2006-08-23,27.204,27.252,26.694,26.838,1500457,0
2006-08-24,26.753,26.917,26.402,26.506,2098798,0
2006-08-25,26.522,26.559,26.147,26.329,2146026,0
2006-08-28,26.37,26.641,26.37,26.425,2843612,0
2006-08-29,26.506,26.545,26.107,26.395,3270174,0
2006-08-30,26.552,26.997,26.473,26.917,3300524,0
2006-08-31,26.797,27.29,26.76,27.22,3124838,0
2006-09-01,27.386,27.465,27.171,27.323,2252325,0
2006-09-05,27.474,27.584,27.37,27.411,1655993,0
2006-09-06,27.22,27.425,26.932,27.29,1827272,0
2006-09-07,27.298,27.298,26.41,26.497,3307704,0
2006-09-08,26.679,26.766,26.522,26.537,2202072,0
2006-09-11,26.584,26.863,26.387,26.753,1654861,0
2006-09-12,26.917,27.22,26.917,27.124,1898679,0
2006-09-13,27.02,27.267,26.863,27.179,1486349,0
2006-09-14,27.179,27.474,27.012,27.474,2244764,0
2006-09-15,27.649,28.086,27.599,28.086,4688644,0
2006-09-18,27.824,28.086,27.79,27.926,2751423,0
2006-09-19,28.181,28.181,27.854,28.071,1812032,0
2006-09-20,28.337,28.529,28.164,28.307,2055224,0
2006-09-21,28.563,28.585,27.966,28.062,2413398,0
2006-09-22,28.071,28.189,27.996,28.071,1792135,0
2006-09-25,28.228,28.546,27.831,28.387,2599916,0
2006-09-26,28.538,28.854,28.362,28.474,2940461,0
2006-09-27,28.505,29.061,28.505,29.061,2638958,0
2006-09-28,29.177,29.553,29.069,29.537,3123579,0
2006-09-29,29.648,29.728,29.125,29.125,2572839,0
2006-10-02,29.069,29.277,28.998,29.102,2717043,0
2006-10-03,29.229,29.314,28.942,29.014,3033781,0
2006-10-04,29.03,29.11,28.814,29.014,4054530,0
2006-10-05,29.014,29.246,28.878,29.212,2980385,0
2006-10-06,29.237,29.602,28.998,29.46,3024589,0
2006-10-09,29.419,29.626,29.164,29.587,1413307,0
2006-10-10,29.618,29.777,29.498,29.768,1823870,0
2006-10-11,29.602,30.071,29.602,29.944,2416550,0
2006-10-12,29.935,30.452,29.862,30.251,2398158,0
2006-10-13,30.173,30.332,30.094,30.301,3015646,0
2006-10-16,30.196,30.42,30.126,30.403,1793396,0
2006-10-17,30.212,30.316,29.72,29.967,3090707,0
2006-10-18,30.08,30.173,29.712,30.005,1887974,0
2006-10-19,29.87,29.885,29.443,29.443,3196120,0
2006-10-20,29.595,29.68,29.283,29.673,3255686,0
2006-10-23,29.561,30.111,29.528,29.944,1645537,0
2006-10-24,29.894,30.157,29.587,29.8,2845247,0
2006-10-25,29.578,29.777,29.212,29.68,3699127,0
2006-10-26,29.618,29.983,29.498,29.885,2504331,0
2006-10-27,29.76,29.974,29.451,29.632,1798809,0
2006-10-30,29.537,29.728,29.419,29.626,1514937,0
2006-10-31,29.777,29.854,29.561,29.76,3568904,0
2006-11-01,29.816,30.118,29.546,29.626,2847642,0
2006-11-02,29.48,29.784,29.298,29.68,2999651,0
2006-11-03,29.777,29.846,29.513,29.712,1615565,0
2006-11-06,29.854,30.189,29.84,30.14,1935709,0
2006-11-07,30.173,30.236,30.054,30.165,1533703,0
2006-11-08,30.173,30.546,30.054,30.395,4692796,0
2006-11-09,30.466,30.682,30.371,30.452,3106203,0
2006-11-10,30.618,30.673,30.355,30.585,3291710,0
2006-11-13,30.561,30.658,30.332,30.436,2084696,0
2006-11-14,30.506,30.506,30.08,30.196,3671546,0
2006-11-15,30.23,30.427,30.212,30.332,3530995,0
2006-11-16,30.49,30.593,30.436,30.539,1615316,0
2006-11-17,30.355,30.427,30.243,30.34,2024372,0
2006-11-20,30.34,30.642,29.991,30.102,2053336,0
2006-11-21,30.118,30.251,29.967,30.028,1931299,0
2006-11-22,30.028,30.173,29.825,29.84,2943860,0
2006-11-24,29.753,30.094,29.712,29.944,871381,0
2006-11-27,29.8,29.807,29.095,29.177,2713516,0
2006-11-28,29.204,29.673,29.117,29.474,2402192,0
2006-11-29,29.569,29.728,29.269,29.435,1810145,0
2006-11-30,29.388,29.489,29.061,29.069,3598624,0
2006-12-01,29.177,29.323,28.783,28.942,2537577,0
2006-12-04,29.086,29.61,28.904,29.537,3037937,0
2006-12-05,29.61,29.816,29.48,29.673,2154844,0
2006-12-06,29.673,30.062,29.474,30.013,2882150,0
2006-12-07,30.005,30.094,29.854,29.92,1808253,0
2006-12-08,29.935,30.054,29.753,29.807,1758385,0
2006-12-11,29.792,29.846,29.578,29.736,2406598,0
2006-12-12,29.736,29.833,29.537,29.656,3384403,0
2006-12-13,29.825,29.894,29.648,29.697,1807248,0
2006-12-14,29.72,29.84,29.513,29.618,1774376,0
2006-12-15,29.618,29.618,29.314,29.354,4014483,0
2006-12-18,29.618,29.673,28.887,28.942,4525928,0
2006-12-19,28.942,29.03,28.585,28.623,4981832,0
2006-12-20,28.593,29.133,28.593,28.656,3326717,0
2006-12-21,28.705,29.038,28.705,28.752,3054688,0
2006-12-22,28.822,28.887,28.323,28.38,2634803,0
2006-12-26,28.38,28.929,28.346,28.783,3565125,0
2006-12-27,28.814,29.427,28.814,29.237,2707724,0
2006-12-28,29.237,29.34,29.052,29.177,2036333,0
2006-12-29,29.177,29.354,29.021,29.195,2374863,0
2007-01-03,29.195,29.816,29.195,29.402,3187932,0
2007-01-04,29.277,29.277,28.942,29.038,2853309,0
2007-01-05,29.005,29.005,28.529,28.569,3158087,0
2007-01-08,28.457,28.72,28.275,28.64,3094862,0
2007-01-09,28.64,28.705,28.189,28.337,3932873,0
2007-01-10,28.346,29.164,28.29,29.125,3236800,0
2007-01-11,29.177,29.595,29.177,29.41,3562860,0
2007-01-12,29.427,29.498,29.221,29.298,2385439,0
2007-01-16,29.372,29.587,29.277,29.323,2361510,0
2007-01-17,29.283,29.537,29.221,29.346,3370549,0
2007-01-18,29.363,29.435,29.164,29.263,2086457,0
2007-01-19,29.363,29.402,29.164,29.305,2053712,0
2007-01-22,29.283,29.76,29.204,29.656,3682628,0
2007-01-23,29.656,30.005,29.602,29.854,3282892,0
2007-01-24,29.87,30.165,29.87,30.005,2393250,0
